start,end,text,words,speaker
840.069,843.534,"But honestly, I actually really love it.","[{'word': 'But', 'start': np.float64(840.069), 'end': np.float64(840.209), 'score': np.float64(0.955), 'speaker': 'SPEAKER_01'}, {'word': 'honestly,', 'start': np.float64(840.289), 'end': np.float64(840.89), 'score': np.float64(0.89), 'speaker': 'SPEAKER_01'}, {'word': 'I', 'start': np.float64(840.91), 'end': np.float64(840.93), 'score': np.float64(0.996), 'speaker': 'SPEAKER_01'}, {'word': 'actually', 'start': np.float64(840.97), 'end': np.float64(842.573), 'score': np.float64(0.691), 'speaker': 'SPEAKER_01'}, {'word': 'really', 'start': np.float64(842.613), 'end': np.float64(843.113), 'score': np.float64(0.676), 'speaker': 'SPEAKER_01'}, {'word': 'love', 'start': np.float64(843.194), 'end': np.float64(843.414), 'score': np.float64(0.912), 'speaker': 'SPEAKER_01'}, {'word': 'it.', 'start': np.float64(843.454), 'end': np.float64(843.534), 'score': np.float64(0.826), 'speaker': 'SPEAKER_01'}]",SPEAKER_01
844.155,845.757,Because I just feel taken care of.,"[{'word': 'Because', 'start': np.float64(844.155), 'end': np.float64(844.375), 'score': np.float64(0.9), 'speaker': 'SPEAKER_01'}, {'word': 'I', 'start': np.float64(844.415), 'end': np.float64(844.495), 'score': np.float64(0.949), 'speaker': 'SPEAKER_01'}, {'word': 'just', 'start': np.float64(844.536), 'end': np.float64(844.676), 'score': np.float64(0.994), 'speaker': 'SPEAKER_01'}, {'word': 'feel', 'start': np.float64(844.696), 'end': np.float64(844.876), 'score': np.float64(0.942), 'speaker': 'SPEAKER_01'}, {'word': 'taken', 'start': np.float64(844.936), 'end': np.float64(845.177), 'score': np.float64(0.863), 'speaker': 'SPEAKER_01'}, {'word': 'care', 'start': np.float64(845.237), 'end': np.float64(845.517), 'score': np.float64(0.563), 'speaker': 'SPEAKER_01'}, {'word': 'of.', 'start': np.float64(845.677), 'end': np.float64(845.757), 'score': np.float64(0.823), 'speaker': 'SPEAKER_01'}]",SPEAKER_01
846.058,847.48,"I feel like you just,","[{'word': 'I', 'start': np.float64(846.058), 'end': np.float64(846.118), 'score': np.float64(0.678), 'speaker': 'SPEAKER_01'}, {'word': 'feel', 'start': np.float64(846.178), 'end': np.float64(846.318), 'score': np.float64(0.889), 'speaker': 'SPEAKER_01'}, {'word': 'like', 'start': np.float64(846.338), 'end': np.float64(846.479), 'score': np.float64(0.816), 'speaker': 'SPEAKER_01'}, {'word': 'you', 'start': np.float64(846.499), 'end': np.float64(846.619), 'score': np.float64(0.953), 'speaker': 'SPEAKER_01'}, {'word': 'just,', 'start': np.float64(846.659), 'end': np.float64(847.48), 'score': np.float64(0.916), 'speaker': 'SPEAKER_01'}]",SPEAKER_01
847.73,849.092, would do anything for me.,"[{'word': 'would', 'start': np.float64(847.73), 'end': np.float64(847.99), 'score': np.float64(0.872), 'speaker': 'SPEAKER_01'}, {'word': 'do', 'start': np.float64(848.05), 'end': np.float64(848.171), 'score': np.float64(0.998), 'speaker': 'SPEAKER_01'}, {'word': 'anything', 'start': np.float64(848.411), 'end': np.float64(848.772), 'score': np.float64(0.831), 'speaker': 'SPEAKER_01'}, {'word': 'for', 'start': np.float64(848.852), 'end': np.float64(848.952), 'score': np.float64(0.979), 'speaker': 'SPEAKER_01'}, {'word': 'me.', 'start': np.float64(848.992), 'end': np.float64(849.092), 'score': np.float64(0.994), 'speaker': 'SPEAKER_01'}]",SPEAKER_01
849.112,850.474,That's what your love feels like.,"[{'word': ""That's"", 'start': np.float64(849.112), 'end': np.float64(849.292), 'score': np.float64(0.881), 'speaker': 'SPEAKER_01'}, {'word': 'what', 'start': np.float64(849.312), 'end': np.float64(849.433), 'score': np.float64(0.91), 'speaker': 'SPEAKER_01'}, {'word': 'your', 'start': np.float64(849.453), 'end': np.float64(849.593), 'score': np.float64(0.794), 'speaker': 'SPEAKER_01'}, {'word': 'love', 'start': np.float64(849.653), 'end': np.float64(849.833), 'score': np.float64(0.744), 'speaker': 'SPEAKER_01'}, {'word': 'feels', 'start': np.float64(849.893), 'end': np.float64(850.174), 'score': np.float64(0.782), 'speaker': 'SPEAKER_01'}, {'word': 'like.', 'start': np.float64(850.234), 'end': np.float64(850.474), 'score': np.float64(0.821), 'speaker': 'SPEAKER_01'}]",SPEAKER_01
850.574,852.818,Like you would be there for me no matter what.,"[{'word': 'Like', 'start': np.float64(850.574), 'end': np.float64(850.735), 'score': np.float64(0.746), 'speaker': 'SPEAKER_01'}, {'word': 'you', 'start': np.float64(850.815), 'end': np.float64(850.995), 'score': np.float64(0.717), 'speaker': 'SPEAKER_01'}, {'word': 'would', 'start': np.float64(851.115), 'end': np.float64(851.295), 'score': np.float64(0.81), 'speaker': 'SPEAKER_01'}, {'word': 'be', 'start': np.float64(851.356), 'end': np.float64(851.456), 'score': np.float64(0.693), 'speaker': 'SPEAKER_01'}, {'word': 'there', 'start': np.float64(851.516), 'end': np.float64(851.696), 'score': np.float64(0.759), 'speaker': 'SPEAKER_01'}, {'word': 'for', 'start': np.float64(851.756), 'end': np.float64(851.876), 'score': np.float64(0.786), 'speaker': 'SPEAKER_01'}, {'word': 'me', 'start': np.float64(851.916), 'end': np.float64(851.996), 'score': np.float64(0.992), 'speaker': 'SPEAKER_01'}, {'word': 'no', 'start': np.float64(852.057), 'end': np.float64(852.157), 'score': np.float64(0.828), 'speaker': 'SPEAKER_01'}, {'word': 'matter', 'start': np.float64(852.177), 'end': np.float64(852.437), 'score': np.float64(0.988), 'speaker': 'SPEAKER_01'}, {'word': 'what.', 'start': np.float64(852.517), 'end': np.float64(852.818), 'score': np.float64(0.969), 'speaker': 'SPEAKER_01'}]",SPEAKER_01
852.858,862.172,And it's something I'm so grateful for that I feel sorry for my friends that don't have that with their daughters or sons.,"[{'word': 'And', 'start': np.float64(852.858), 'end': np.float64(854.22), 'score': np.float64(0.902), 'speaker': 'SPEAKER_01'}, {'word': ""it's"", 'start': np.float64(854.26), 'end': np.float64(855.522), 'score': np.float64(0.959), 'speaker': 'SPEAKER_01'}, {'word': 'something', 'start': np.float64(855.562), 'end': np.float64(856.083), 'score': np.float64(0.892), 'speaker': 'SPEAKER_01'}, {'word': ""I'm"", 'start': np.float64(856.103), 'end': np.float64(856.163), 'score': np.float64(0.332), 'speaker': 'SPEAKER_01'}, {'word': 'so', 'start': np.float64(857.345), 'end': np.float64(857.505), 'score': np.float64(0.973), 'speaker': 'SPEAKER_01'}, {'word': 'grateful', 'start': np.float64(857.565), 'end': np.float64(857.926), 'score': np.float64(0.836), 'speaker': 'SPEAKER_01'}, {'word': 'for', 'start': np.float64(858.006), 'end': np.float64(858.146), 'score': np.float64(0.724), 'speaker': 'SPEAKER_01'}, {'word': 'that', 'start': np.float64(858.206), 'end': np.float64(858.326), 'score': np.float64(0.944), 'speaker': 'SPEAKER_01'}, {'word': 'I', 'start': np.float64(858.366), 'end': np.float64(858.386), 'score': np.float64(0.998), 'speaker': 'SPEAKER_01'}, {'word': 'feel', 'start': np.float64(858.446), 'end': np.float64(858.607), 'score': np.float64(0.948), 'speaker': 'SPEAKER_01'}, {'word': 'sorry', 'start': np.float64(858.667), 'end': np.float64(858.887), 'score': np.float64(0.933), 'speaker': 'SPEAKER_01'}, {'word': 'for', 'start': np.float64(858.947), 'end': np.float64(859.047), 'score': np.float64(0.738), 'speaker': 'SPEAKER_01'}, {'word': 'my', 'start': np.float64(859.107), 'end': np.float64(859.207), 'score': np.float64(0.996), 'speaker': 'SPEAKER_01'}, {'word': 'friends', 'start': np.float64(859.268), 'end': np.float64(859.488), 'score': np.float64(0.73), 'speaker': 'SPEAKER_01'}, {'word': 'that', 'start': np.float64(859.528), 'end': np.float64(859.628), 'score': np.float64(0.675), 'speaker': 'SPEAKER_01'}, {'word': ""don't"", 'start': np.float64(859.668), 'end': np.float64(859.848), 'score': np.float64(0.871), 'speaker': 'SPEAKER_01'}, {'word': 'have', 'start': np.float64(859.889), 'end': np.float64(860.049), 'score': np.float64(0.965), 'speaker': 'SPEAKER_01'}, {'word': 'that', 'start': np.float64(860.089), 'end': np.float64(860.309), 'score': np.float64(0.965), 'speaker': 'SPEAKER_01'}, {'word': 'with', 'start': np.float64(860.77), 'end': np.float64(860.89), 'score': np.float64(0.908), 'speaker': 'SPEAKER_01'}, {'word': 'their', 'start': np.float64(860.93), 'end': np.float64(861.07), 'score': np.float64(0.813), 'speaker': 'SPEAKER_01'}, {'word': 'daughters', 'start': np.float64(861.09), 'end': np.float64(861.491), 'score': np.float64(0.771), 'speaker': 'SPEAKER_01'}, {'word': 'or', 'start': np.float64(861.711), 'end': np.float64(861.791), 'score': np.float64(0.784), 'speaker': 'SPEAKER_01'}, {'word': 'sons.', 'start': np.float64(861.851), 'end': np.float64(862.172), 'score': np.float64(0.867), 'speaker': 'SPEAKER_01'}]",SPEAKER_01
862.793,863.274,Yeah.,"[{'word': 'Yeah.', 'start': np.float64(862.793), 'end': np.float64(863.274), 'score': np.float64(0.665), 'speaker': 'SPEAKER_01'}]",SPEAKER_01
863.294,867.46,Because it's just an awesome feeling to feel that from your adult child.,"[{'word': 'Because', 'start': np.float64(863.294), 'end': np.float64(863.494), 'score': np.float64(0.79), 'speaker': 'SPEAKER_01'}, {'word': ""it's"", 'start': np.float64(863.534), 'end': np.float64(863.694), 'score': np.float64(0.452), 'speaker': 'SPEAKER_01'}, {'word': 'just', 'start': np.float64(863.734), 'end': np.float64(863.955), 'score': np.float64(0.91), 'speaker': 'SPEAKER_01'}, {'word': 'an', 'start': np.float64(864.015), 'end': np.float64(864.095), 'score': np.float64(0.752), 'speaker': 'SPEAKER_01'}, {'word': 'awesome', 'start': np.float64(864.195), 'end': np.float64(864.516), 'score': np.float64(0.949), 'speaker': 'SPEAKER_01'}, {'word': 'feeling', 'start': np.float64(864.556), 'end': np.float64(864.916), 'score': np.float64(0.846), 'speaker': 'SPEAKER_01'}, {'word': 'to', 'start': np.float64(865.377), 'end': np.float64(865.497), 'score': np.float64(0.973), 'speaker': 'SPEAKER_01'}, {'word': 'feel', 'start': np.float64(865.557), 'end': np.float64(865.737), 'score': np.float64(0.942), 'speaker': 'SPEAKER_01'}, {'word': 'that', 'start': np.float64(865.818), 'end': np.float64(866.078), 'score': np.float64(0.968), 'speaker': 'SPEAKER_01'}, {'word': 'from', 'start': np.float64(866.118), 'end': np.float64(866.338), 'score': np.float64(0.711), 'speaker': 'SPEAKER_01'}, {'word': 'your', 'start': np.float64(866.398), 'end': np.float64(866.559), 'score': np.float64(0.762), 'speaker': 'SPEAKER_01'}, {'word': 'adult', 'start': np.float64(866.579), 'end': np.float64(866.839), 'score': np.float64(0.716), 'speaker': 'SPEAKER_01'}, {'word': 'child.', 'start': np.float64(866.899), 'end': np.float64(867.46), 'score': np.float64(0.796), 'speaker': 'SPEAKER_01'}]",SPEAKER_01
868.368,872.172," that no matter what happens to me, I'll never be alone.","[{'word': 'that', 'start': np.float64(868.368), 'end': np.float64(870.01), 'score': np.float64(0.928), 'speaker': 'SPEAKER_01'}, {'word': 'no', 'start': np.float64(870.05), 'end': np.float64(870.19), 'score': np.float64(0.678), 'speaker': 'SPEAKER_01'}, {'word': 'matter', 'start': np.float64(870.21), 'end': np.float64(870.41), 'score': np.float64(0.759), 'speaker': 'SPEAKER_01'}, {'word': 'what', 'start': np.float64(870.47), 'end': np.float64(870.57), 'score': np.float64(0.932), 'speaker': 'SPEAKER_01'}, {'word': 'happens', 'start': np.float64(870.63), 'end': np.float64(870.971), 'score': np.float64(0.822), 'speaker': 'SPEAKER_01'}, {'word': 'to', 'start': np.float64(871.051), 'end': np.float64(871.131), 'score': np.float64(0.818), 'speaker': 'SPEAKER_01'}, {'word': 'me,', 'start': np.float64(871.191), 'end': np.float64(871.291), 'score': np.float64(0.932), 'speaker': 'SPEAKER_01'}, {'word': ""I'll"", 'start': np.float64(871.311), 'end': np.float64(871.451), 'score': np.float64(0.945), 'speaker': 'SPEAKER_01'}, {'word': 'never', 'start': np.float64(871.471), 'end': np.float64(871.631), 'score': np.float64(0.818), 'speaker': 'SPEAKER_01'}, {'word': 'be', 'start': np.float64(871.671), 'end': np.float64(871.812), 'score': np.float64(0.66), 'speaker': 'SPEAKER_01'}, {'word': 'alone.', 'start': np.float64(871.852), 'end': np.float64(872.172), 'score': np.float64(0.898), 'speaker': 'SPEAKER_01'}]",SPEAKER_01
872.652,874.855,"So many people, when they get older, are alone.","[{'word': 'So', 'start': np.float64(872.652), 'end': np.float64(872.773), 'score': np.float64(0.827), 'speaker': 'SPEAKER_01'}, {'word': 'many', 'start': np.float64(872.813), 'end': np.float64(872.973), 'score': np.float64(0.86), 'speaker': 'SPEAKER_01'}, {'word': 'people,', 'start': np.float64(873.033), 'end': np.float64(873.313), 'score': np.float64(0.878), 'speaker': 'SPEAKER_01'}, {'word': 'when', 'start': np.float64(873.373), 'end': np.float64(873.473), 'score': np.float64(0.994), 'speaker': 'SPEAKER_01'}, {'word': 'they', 'start': np.float64(873.493), 'end': np.float64(873.593), 'score': np.float64(0.783), 'speaker': 'SPEAKER_01'}, {'word': 'get', 'start': np.float64(873.633), 'end': np.float64(873.734), 'score': np.float64(0.843), 'speaker': 'SPEAKER_01'}, {'word': 'older,', 'start': np.float64(873.754), 'end': np.float64(874.054), 'score': np.float64(0.698), 'speaker': 'SPEAKER_01'}, {'word': 'are', 'start': np.float64(874.114), 'end': np.float64(874.194), 'score': np.float64(0.536), 'speaker': 'SPEAKER_01'}, {'word': 'alone.', 'start': np.float64(874.234), 'end': np.float64(874.855), 'score': np.float64(0.535), 'speaker': 'SPEAKER_01'}]",SPEAKER_01
874.915,876.757,"I'll never be alone, ever.","[{'word': ""I'll"", 'start': np.float64(874.915), 'end': np.float64(875.055), 'score': np.float64(0.722), 'speaker': 'SPEAKER_01'}, {'word': 'never', 'start': np.float64(875.736), 'end': np.float64(875.976), 'score': np.float64(0.627), 'speaker': 'SPEAKER_01'}, {'word': 'be', 'start': np.float64(875.996), 'end': np.float64(876.096), 'score': np.float64(0.844), 'speaker': 'SPEAKER_01'}, {'word': 'alone,', 'start': np.float64(876.136), 'end': np.float64(876.416), 'score': np.float64(0.914), 'speaker': 'SPEAKER_01'}, {'word': 'ever.', 'start': np.float64(876.556), 'end': np.float64(876.757), 'score': np.float64(0.976), 'speaker': 'SPEAKER_01'}]",SPEAKER_01
876.957,878.438,"You're moving in with me, girlfriend.","[{'word': ""You're"", 'start': np.float64(876.957), 'end': np.float64(877.117), 'score': np.float64(0.639), 'speaker': 'SPEAKER_01'}, {'word': 'moving', 'start': np.float64(877.157), 'end': np.float64(877.317), 'score': np.float64(0.32), 'speaker': 'SPEAKER_01'}, {'word': 'in', 'start': np.float64(877.337), 'end': np.float64(877.397), 'score': np.float64(0.624), 'speaker': 'SPEAKER_01'}, {'word': 'with', 'start': np.float64(877.437), 'end': np.float64(877.537), 'score': np.float64(0.818), 'speaker': 'SPEAKER_01'}, {'word': 'me,', 'start': np.float64(877.617), 'end': np.float64(877.758), 'score': np.float64(0.703), 'speaker': 'SPEAKER_01'}, {'word': 'girlfriend.', 'start': np.float64(877.778), 'end': np.float64(878.438), 'score': np.float64(0.572), 'speaker': 'SPEAKER_01'}]",SPEAKER_01
878.458,878.959,I know.,"[{'word': 'I', 'start': np.float64(878.458), 'end': np.float64(878.478), 'score': np.float64(0.143), 'speaker': 'SPEAKER_01'}, {'word': 'know.', 'start': np.float64(878.498), 'end': np.float64(878.959), 'score': np.float64(0.867), 'speaker': 'SPEAKER_01'}]",SPEAKER_01
878.979,879.399,I know.,"[{'word': 'I', 'start': np.float64(878.979), 'end': np.float64(879.039), 'score': np.float64(0.887), 'speaker': 'SPEAKER_01'}, {'word': 'know.', 'start': np.float64(879.099), 'end': np.float64(879.399), 'score': np.float64(0.925), 'speaker': 'SPEAKER_01'}]",SPEAKER_01
880.16,880.641,Literally.,"[{'word': 'Literally.', 'start': np.float64(880.16), 'end': np.float64(880.641), 'score': np.float64(0.912), 'speaker': 'SPEAKER_01'}]",SPEAKER_01
881.201,882.402,Can I have that in writing?,"[{'word': 'Can', 'start': np.float64(881.201), 'end': np.float64(881.321), 'score': np.float64(0.939), 'speaker': 'SPEAKER_01'}, {'word': 'I', 'start': np.float64(881.361), 'end': np.float64(881.401), 'score': np.float64(0.772), 'speaker': 'SPEAKER_01'}, {'word': 'have', 'start': np.float64(881.441), 'end': np.float64(881.522), 'score': np.float64(0.765), 'speaker': 'SPEAKER_01'}, {'word': 'that', 'start': np.float64(881.542), 'end': np.float64(881.662), 'score': np.float64(0.423), 'speaker': 'SPEAKER_01'}, {'word': 'in', 'start': np.float64(881.682), 'end': np.float64(881.722), 'score': np.float64(0.696), 'speaker': 'SPEAKER_01'}, {'word': 'writing?', 'start': np.float64(881.742), 'end': np.float64(882.402), 'score': np.float64(0.72), 'speaker': 'SPEAKER_01'}]",SPEAKER_01
882.422,883.784,Yes.,"[{'word': 'Yes.', 'start': np.float64(882.422), 'end': np.float64(883.784), 'score': np.float64(0.412), 'speaker': 'SPEAKER_01'}]",SPEAKER_01
883.804,884.445,I'll give it to you in writing.,"[{'word': ""I'll"", 'start': np.float64(883.804), 'end': np.float64(883.884), 'score': np.float64(0.002), 'speaker': 'SPEAKER_01'}, {'word': 'give', 'start': np.float64(883.904), 'end': np.float64(883.984), 'score': np.float64(0.001), 'speaker': 'SPEAKER_01'}, {'word': 'it', 'start': np.float64(884.004), 'end': np.float64(884.044), 'score': np.float64(0.008), 'speaker': 'SPEAKER_01'}, {'word': 'to', 'start': np.float64(884.064), 'end': np.float64(884.104), 'score': np.float64(0.324), 'speaker': 'SPEAKER_01'}, {'word': 'you', 'start': np.float64(884.124), 'end': np.float64(884.184), 'score': np.float64(0.001), 'speaker': 'SPEAKER_01'}, {'word': 'in', 'start': np.float64(884.204), 'end': np.float64(884.244), 'score': np.float64(0.228), 'speaker': 'SPEAKER_01'}, {'word': 'writing.', 'start': np.float64(884.284), 'end': np.float64(884.445), 'score': np.float64(0.093), 'speaker': 'SPEAKER_01'}]",SPEAKER_01
884.465,884.985,"No, but it is.","[{'word': 'No,', 'start': np.float64(884.465), 'end': np.float64(884.525), 'score': np.float64(0.054), 'speaker': 'SPEAKER_01'}, {'word': 'but', 'start': np.float64(884.545), 'end': np.float64(884.605), 'score': np.float64(0.281), 'speaker': 'SPEAKER_01'}, {'word': 'it', 'start': np.float64(884.705), 'end': np.float64(884.765), 'score': np.float64(0.906), 'speaker': 'SPEAKER_01'}, {'word': 'is.', 'start': np.float64(884.905), 'end': np.float64(884.985), 'score': np.float64(0.862), 'speaker': 'SPEAKER_01'}]",SPEAKER_01
885.105,886.427,"It's the best feeling, Dan.","[{'word': ""It's"", 'start': np.float64(885.105), 'end': np.float64(885.265), 'score': np.float64(0.711), 'speaker': 'SPEAKER_01'}, {'word': 'the', 'start': np.float64(885.305), 'end': np.float64(885.405), 'score': np.float64(0.7), 'speaker': 'SPEAKER_01'}, {'word': 'best', 'start': np.float64(885.446), 'end': np.float64(885.666), 'score': np.float64(0.934), 'speaker': 'SPEAKER_01'}, {'word': 'feeling,', 'start': np.float64(885.726), 'end': np.float64(886.086), 'score': np.float64(0.799), 'speaker': 'SPEAKER_01'}, {'word': 'Dan.', 'start': np.float64(886.106), 'end': np.float64(886.427), 'score': np.float64(0.752), 'speaker': 'SPEAKER_01'}]",SPEAKER_01
886.687,886.867,Yeah.,"[{'word': 'Yeah.', 'start': np.float64(886.687), 'end': np.float64(886.867), 'score': np.float64(0.589), 'speaker': 'SPEAKER_01'}]",SPEAKER_01
887.127,887.748,It really is.,"[{'word': 'It', 'start': np.float64(887.127), 'end': np.float64(887.167), 'score': np.float64(0.005), 'speaker': 'SPEAKER_02'}, {'word': 'really', 'start': np.float64(887.187), 'end': np.float64(887.448), 'score': np.float64(0.587), 'speaker': 'SPEAKER_02'}, {'word': 'is.', 'start': np.float64(887.568), 'end': np.float64(887.748), 'score': np.float64(0.919), 'speaker': 'SPEAKER_02'}]",SPEAKER_02
887.888,896.637,"And just because I really want you to hear this, the reason I take care of you the way I do has absolutely nothing to do with your age and your ability in any way.","[{'word': 'And', 'start': np.float64(887.888), 'end': np.float64(887.988), 'score': np.float64(0.803), 'speaker': 'SPEAKER_02'}, {'word': 'just', 'start': np.float64(888.028), 'end': np.float64(888.168), 'score': np.float64(0.988), 'speaker': 'SPEAKER_02'}, {'word': 'because', 'start': np.float64(888.208), 'end': np.float64(888.429), 'score': np.float64(0.829), 'speaker': 'SPEAKER_02'}, {'word': 'I', 'start': np.float64(888.469), 'end': np.float64(888.509), 'score': np.float64(0.579), 'speaker': 'SPEAKER_02'}, {'word': 'really', 'start': np.float64(888.549), 'end': np.float64(888.769), 'score': np.float64(0.649), 'speaker': 'SPEAKER_02'}, {'word': 'want', 'start': np.float64(888.829), 'end': np.float64(888.949), 'score': np.float64(0.874), 'speaker': 'SPEAKER_02'}, {'word': 'you', 'start': np.float64(888.989), 'end': np.float64(889.069), 'score': np.float64(0.883), 'speaker': 'SPEAKER_02'}, {'word': 'to', 'start': np.float64(889.109), 'end': np.float64(889.149), 'score': np.float64(1.0), 'speaker': 'SPEAKER_02'}, {'word': 'hear', 'start': np.float64(889.189), 'end': np.float64(889.309), 'score': np.float64(0.732), 'speaker': 'SPEAKER_02'}, {'word': 'this,', 'start': np.float64(889.39), 'end': np.float64(889.57), 'score': np.float64(0.97), 'speaker': 'SPEAKER_02'}, {'word': 'the', 'start': np.float64(889.59), 'end': np.float64(889.99), 'score': np.float64(0.839), 'speaker': 'SPEAKER_02'}, {'word': 'reason', 'start': np.float64(890.05), 'end': np.float64(890.371), 'score': np.float64(0.792), 'speaker': 'SPEAKER_02'}, {'word': 'I', 'start': np.float64(890.551), 'end': np.float64(890.671), 'score': np.float64(0.975), 'speaker': 'SPEAKER_02'}, {'word': 'take', 'start': np.float64(891.191), 'end': np.float64(891.352), 'score': np.float64(0.743), 'speaker': 'SPEAKER_02'}, {'word': 'care', 'start': np.float64(891.372), 'end': np.float64(891.532), 'score': np.float64(0.63), 'speaker': 'SPEAKER_02'}, {'word': 'of', 'start': np.float64(891.592), 'end': np.float64(891.632), 'score': np.float64(1.0), 'speaker': 'SPEAKER_02'}, {'word': 'you', 'start': np.float64(891.692), 'end': np.float64(891.792), 'score': np.float64(0.969), 'speaker': 'SPEAKER_02'}, {'word': 'the', 'start': np.float64(891.852), 'end': np.float64(891.932), 'score': np.float64(0.788), 'speaker': 'SPEAKER_02'}, {'word': 'way', 'start': np.float64(891.972), 'end': np.float64(892.092), 'score': np.float64(0.856), 'speaker': 'SPEAKER_02'}, {'word': 'I', 'start': np.float64(892.172), 'end': np.float64(892.232), 'score': np.float64(0.998), 'speaker': 'SPEAKER_02'}, {'word': 'do', 'start': np.float64(892.293), 'end': np.float64(892.453), 'score': np.float64(0.926), 'speaker': 'SPEAKER_02'}, {'word': 'has', 'start': np.float64(892.493), 'end': np.float64(892.713), 'score': np.float64(0.796), 'speaker': 'SPEAKER_02'}, {'word': 'absolutely', 'start': np.float64(892.753), 'end': np.float64(893.394), 'score': np.float64(0.579), 'speaker': 'SPEAKER_02'}, {'word': 'nothing', 'start': np.float64(893.414), 'end': np.float64(893.614), 'score': np.float64(0.78), 'speaker': 'SPEAKER_02'}, {'word': 'to', 'start': np.float64(893.654), 'end': np.float64(893.714), 'score': np.float64(0.251), 'speaker': 'SPEAKER_02'}, {'word': 'do', 'start': np.float64(893.734), 'end': np.float64(893.814), 'score': np.float64(0.956), 'speaker': 'SPEAKER_02'}, {'word': 'with', 'start': np.float64(893.854), 'end': np.float64(893.954), 'score': np.float64(0.966), 'speaker': 'SPEAKER_02'}, {'word': 'your', 'start': np.float64(893.974), 'end': np.float64(894.114), 'score': np.float64(0.776), 'speaker': 'SPEAKER_02'}, {'word': 'age', 'start': np.float64(894.215), 'end': np.float64(894.435), 'score': np.float64(0.592), 'speaker': 'SPEAKER_02'}, {'word': 'and', 'start': np.float64(894.555), 'end': np.float64(894.635), 'score': np.float64(0.952), 'speaker': 'SPEAKER_02'}, {'word': 'your', 'start': np.float64(894.675), 'end': np.float64(894.835), 'score': np.float64(0.86), 'speaker': 'SPEAKER_02'}, {'word': 'ability', 'start': np.float64(894.915), 'end': np.float64(895.316), 'score': np.float64(0.944), 'speaker': 'SPEAKER_02'}, {'word': 'in', 'start': np.float64(895.356), 'end': np.float64(895.396), 'score': np.float64(0.964), 'speaker': 'SPEAKER_02'}, {'word': 'any', 'start': np.float64(895.516), 'end': np.float64(895.656), 'score': np.float64(0.711), 'speaker': 'SPEAKER_02'}, {'word': 'way.', 'start': np.float64(895.696), 'end': np.float64(896.637), 'score': np.float64(0.949), 'speaker': 'SPEAKER_02'}]",SPEAKER_02
